id,tweet,emotion,intensity,cleaned_tweet,tokens,y_train_encoded
10292,@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!,anger,0.562,aa right passage come n word insult church ignorant,"['aa', 'right', 'passage', 'come', 'n', 'word', 'insult', 'church', 'ignorant']",0
40013,I sulk too much for my own good.,sadness,0.896,sulk much good,"['sulk', 'much', 'good']",3
11336,I've never seen fast &amp; furious Tokyo drift. Boutta watch it,anger,0.229,ive never see fast amp furious tokyo drift boutta watch,"['ive', 'never', 'see', 'fast', 'amp', 'furious', 'tokyo', 'drift', 'boutta', 'watch']",0
31410,Your attitude toward your struggles is equally as important as your actions to work through them. #optimism,joy,0.479,attitude toward struggle equally important action work optimism,"['attitude', 'toward', 'struggle', 'equally', 'important', 'action', 'work', 'optimism']",2
30974,I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up,joy,0.5,im honor take role joyous day hopefully dont fuck,"['im', 'honor', 'take', 'role', 'joyous', 'day', 'hopefully', 'dont', 'fuck']",2
30411,it was both lively &amp; lovely @crumblepie15 @buryprofs @DittoBistro #BuffnPolish,joy,0.48,lively amp lovely buffnpolish,"['lively', 'amp', 'lovely', 'buffnpolish']",2
11220,"@rawhidevelvet No offense, but isn't it a little late to be getting a radio broadcast degree? Isn't that going to be over in a decade or 2?",anger,0.325,offense isnt little late get radio broadcast degree isnt go decade,"['offense', 'isnt', 'little', 'late', 'get', 'radio', 'broadcast', 'degree', 'isnt', 'go', 'decade']",0
30607,@rantking just adding a little levity,joy,0.352,add little levity,"['add', 'little', 'levity']",2
21663,This girl was shaking her drink in the break room and it wasn't fully closed and yeah it's all over the place now including meðŸ˜‘ðŸ˜‘ðŸ˜‚,fear,0.458,girl shake drink break room wasnt fully close yeah place include,"['girl', 'shake', 'drink', 'break', 'room', 'wasnt', 'fully', 'close', 'yeah', 'place', 'include']",1
41388,Clean the #sink and make your #bathroom shine.,sadness,0.121,clean sink make bathroom shine,"['clean', 'sink', 'make', 'bathroom', 'shine']",3
40094,Back in Cardiff after an amazing 10 days away ðŸ˜­ #depressing,sadness,0.729,back cardiff amazing day away depress,"['back', 'cardiff', 'amazing', 'day', 'away', 'depress']",3
20263,"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter ",fear,0.646,yall mean riot fire start business burn loot assholes create blacklivesmatter,"['yall', 'mean', 'riot', 'fire', 'start', 'business', 'burn', 'loot', 'assholes', 'create', 'blacklivesmatter']",1
41198,Bojack Horseman: the saddest show ever written?? #depression #season1,sadness,0.729,bojack horseman sad show ever write depression season,"['bojack', 'horseman', 'sad', 'show', 'ever', 'write', 'depression', 'season']",3
21205,"@stephenfhayes Mustard gas = hostile work environment, not #terrorism; call #OSHA not #military",fear,0.708,mustard gas hostile work environment terrorism call osha military,"['mustard', 'gas', 'hostile', 'work', 'environment', 'terrorism', 'call', 'osha', 'military']",1
11679,Stuck in a infuriate scrum about hegemonists.  #scrum #scrum #Stuck,anger,0.625,stuck infuriate scrum hegemonists scrum scrum stuck,"['stuck', 'infuriate', 'scrum', 'hegemonists', 'scrum', 'scrum', 'stuck']",0
10467,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav ",anger,0.479,wish si midnight receive reply nd si wish get reply know fav,"['wish', 'si', 'midnight', 'receive', 'reply', 'nd', 'si', 'wish', 'get', 'reply', 'know', 'fav']",0
20239,"When your body says FUCK YOU BITCH, You ain't sleeping\n #sleep #cantsleep #drained ",fear,0.667,body say fuck bitch aint sleepingn sleep cantsleep drain,"['body', 'say', 'fuck', 'bitch', 'aint', 'sleepingn', 'sleep', 'cantsleep', 'drain']",1
40153,@JUSTICESLUT420 sadly this sort of poster died by the 90s afaik,sadness,0.669,sadly sort poster die afaik,"['sadly', 'sort', 'poster', 'die', 'afaik']",3
11692,@kylemuir17 @Ealvarezfight @danawhite @TheNotoriousMMA he'll defend his belt against aldo after its not that hard u grudge holding bitch,anger,0.708,hell defend belt aldo hard u grudge hold bitch,"['hell', 'defend', 'belt', 'aldo', 'hard', 'u', 'grudge', 'hold', 'bitch']",0
20936,@TiganVarcolac &lt; feel this precious pleasure. 'Harder..' He whispered almost breathless and his index finger stroked along his waistband &gt;,fear,0.312,lt feel precious pleasure harder whisper almost breathless index finger stroke along waistband gt,"['lt', 'feel', 'precious', 'pleasure', 'harder', 'whisper', 'almost', 'breathless', 'index', 'finger', 'stroke', 'along', 'waistband', 'gt']",1
10879,@TrueAggieFan oh so that's where Brian was! Where was my invite? ,anger,0.438,oh thats brian invite,"['oh', 'thats', 'brian', 'invite']",0
10723,Keep in mind. We're all weak. Don't insult people just because they're human.,anger,0.333,keep mind weak dont insult people theyre human,"['keep', 'mind', 'weak', 'dont', 'insult', 'people', 'theyre', 'human']",0
41313,@chrislhayes It's hard for most folks to realize how deep the hatred is until you dive into the murky end of the pool. This guy is nuts.,sadness,0.625,hard folk realize deep hatred dive murky end pool guy nut,"['hard', 'folk', 'realize', 'deep', 'hatred', 'dive', 'murky', 'end', 'pool', 'guy', 'nut']",3
30336,For a moment I found myself smiling,joy,0.54,moment find smile,"['moment', 'find', 'smile']",2
30775,I need a bit of #GBBO to cheer me up after a terrible day!,joy,0.167,need bit gbbo cheer terrible day,"['need', 'bit', 'gbbo', 'cheer', 'terrible', 'day']",2
40155,I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :'),sadness,0.667,dark room minute fail every time try develop photo im frustrate,"['dark', 'room', 'minute', 'fail', 'every', 'time', 'try', 'develop', 'photo', 'im', 'frustrate']",3
22212,@skyfootball manchester united...still untrusted iam afraid i might loose my bet,fear,0.646,manchester unitedstill untrusted iam afraid might loose bet,"['manchester', 'unitedstill', 'untrusted', 'iam', 'afraid', 'might', 'loose', 'bet']",1
30333,"her fingers slide along your thighs, caressing the skin before she's leaning down, down, down and the first lick is teasing n playful.",joy,0.54,finger slide along thigh caress skin shes lean first lick tease n playful,"['finger', 'slide', 'along', 'thigh', 'caress', 'skin', 'shes', 'lean', 'first', 'lick', 'tease', 'n', 'playful']",2
30798,"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas ",joy,0.125,three day month two ex wife home could bad dont know could oilandgas,"['three', 'day', 'month', 'two', 'ex', 'wife', 'home', 'could', 'bad', 'dont', 'know', 'could', 'oilandgas']",2
31062,"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious",joy,0.75,thats awesome p ok odds swap neighborhood hilarious,"['thats', 'awesome', 'p', 'ok', 'odds', 'swap', 'neighborhood', 'hilarious']",2
21132,When you make a great tasting shake and no words can describe it!ðŸ˜ƒðŸ‘ŒðŸ»  #herbalifenutrition #tastesogood #nowords,fear,0.125,make great taste shake word describe herbalifenutrition tastesogood nowords,"['make', 'great', 'taste', 'shake', 'word', 'describe', 'herbalifenutrition', 'tastesogood', 'nowords']",1
41001,"@PriceSjrw5614 @Ren102e906 @slb42jcb @swoozyqyah THEN you do what you can and then BLOCK them, they're trying to discourage us",sadness,0.479,block theyre try discourage u,"['block', 'theyre', 'try', 'discourage', 'u']",3
40103,i is sad,sadness,0.729,sad,['sad'],3
40803,@abra @abra @abra what're you doing to my ears? To my soul?! #GoodMusic #melancholy,sadness,0.236,whatre ear soul goodmusic melancholy,"['whatre', 'ear', 'soul', 'goodmusic', 'melancholy']",3
11197,@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,anger,0.458,haha well today cant get beyond pout annoy im afraid,"['haha', 'well', 'today', 'cant', 'get', 'beyond', 'pout', 'annoy', 'im', 'afraid']",0
41154,Did you know apples turn brown when a enzyme called polyphenol oxidase reacts with oxygen! Well I do #dull #applefacts ðŸ¤“ðŸ,sadness,0.167,know apple turn brown enzyme call polyphenol oxidase reacts oxygen well dull applefacts,"['know', 'apple', 'turn', 'brown', 'enzyme', 'call', 'polyphenol', 'oxidase', 'reacts', 'oxygen', 'well', 'dull', 'applefacts']",3
11455,so many 'protests for peace' going on lately but all i see is people burning down they're own cities and hometowns. Practice what u preach.,anger,0.722,many protest peace go lately see people burn theyre city hometowns practice u preach,"['many', 'protest', 'peace', 'go', 'lately', 'see', 'people', 'burn', 'theyre', 'city', 'hometowns', 'practice', 'u', 'preach']",0
22161,Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB ðŸ˜¦ #nervous #timetogrind,fear,0.75,fingers cross finish work early enough friday time catch lib nervous timetogrind,"['fingers', 'cross', 'finish', 'work', 'early', 'enough', 'friday', 'time', 'catch', 'lib', 'nervous', 'timetogrind']",1
11356,2 days on.......never a fucking pen!!!! #nffc #bitter,anger,0.667,day onnever fucking pen nffc bitter,"['day', 'onnever', 'fucking', 'pen', 'nffc', 'bitter']",0
10191,Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible #KeithLamontScott,anger,0.625,half epicenter shut police yall burst tear fuck terrible keithlamontscott,"['half', 'epicenter', 'shut', 'police', 'yall', 'burst', 'tear', 'fuck', 'terrible', 'keithlamontscott']",0
11035,I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered,anger,0.833,wan na kill destroy want die want flint back emo scene anger fuck die hatered,"['wan', 'na', 'kill', 'destroy', 'want', 'die', 'want', 'flint', 'back', 'emo', 'scene', 'anger', 'fuck', 'die', 'hatered']",0
40970,@Mets @JdeGrom19 I'm depress now,sadness,0.708,im depress,"['im', 'depress']",3
41155,@wiIdfuI we have the same age and you're 1000 times more beautiful than me! #sad ðŸ˜‚,sadness,0.521,age youre time beautiful sad,"['age', 'youre', 'time', 'beautiful', 'sad']",3
10829,follow my girl tiff she only got 3 followersðŸ’–ðŸ’˜ðŸ’–ðŸ’˜ðŸ’˜ @00tiffanyr,anger,0.188,follow girl tiff get follower,"['follow', 'girl', 'tiff', 'get', 'follower']",0
11235,@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either ,anger,0.396,ended pay p half tube smarties dont even get pleasure pop plastic lid either,"['ended', 'pay', 'p', 'half', 'tube', 'smarties', 'dont', 'even', 'get', 'pleasure', 'pop', 'plastic', 'lid', 'either']",0
21456,"@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement",fear,0.558,sadly miss crucial important point indian terrorism pk kal boshan etc raw involvement,"['sadly', 'miss', 'crucial', 'important', 'point', 'indian', 'terrorism', 'pk', 'kal', 'boshan', 'etc', 'raw', 'involvement']",1
40770,What do you get when you cross an #apple tree and a #pine tree? ðŸŽðŸŒ²\nNothing. You can't cross-pollinate #deciduous and #coniferous #trees.,sadness,0.146,get cross apple tree pine tree nnothing cant crosspollinate deciduous coniferous tree,"['get', 'cross', 'apple', 'tree', 'pine', 'tree', 'nnothing', 'cant', 'crosspollinate', 'deciduous', 'coniferous', 'tree']",3
40602,@JonathanHatfull Iâ€™ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.,sadness,0.333,ill look forward hoping lot stetsontilting rueful look whiskey glass,"['ill', 'look', 'forward', 'hoping', 'lot', 'stetsontilting', 'rueful', 'look', 'whiskey', 'glass']",3
10636,New madden kicking ðŸš®,anger,0.396,new madden kicking,"['new', 'madden', 'kicking']",0
20172,"@BBCNews ðŸ˜ scared of their own horror story they wrote, afraid of the #terror they spread, will #europe start WW3 in 2017 anniversary of WW1",fear,0.708,scar horror story write afraid terror spread europe start ww anniversary ww,"['scar', 'horror', 'story', 'write', 'afraid', 'terror', 'spread', 'europe', 'start', 'ww', 'anniversary', 'ww']",1
21322,I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. ,fear,0.521,im go get weird thank noteor worsetotal silence acknowledgement,"['im', 'go', 'get', 'weird', 'thank', 'noteor', 'worsetotal', 'silence', 'acknowledgement']",1
10850,@cburt43 turn that frown upside down,anger,0.125,turn frown upside,"['turn', 'frown', 'upside']",0
10258,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸ ,anger,0.583,never watch grey anatomy ever ever ever ever ever shonda rimes take away another og character,"['never', 'watch', 'grey', 'anatomy', 'ever', 'ever', 'ever', 'ever', 'ever', 'shonda', 'rimes', 'take', 'away', 'another', 'og', 'character']",0
22039,"@tcarrels  \nSo when exactly did you lose your mind, pal? \n#Trump #fraud #misogynist #liar #psychopath #narcissist #revolting #conartist",fear,0.562,nso exactly lose mind pal ntrump fraud misogynist liar psychopath narcissist revolt conartist,"['nso', 'exactly', 'lose', 'mind', 'pal', 'ntrump', 'fraud', 'misogynist', 'liar', 'psychopath', 'narcissist', 'revolt', 'conartist']",1
11493,@PAULROVlA the first resulted in me angrily sobbing and ranting about finnick in the cinema,anger,0.562,first result angrily sob rant finnick cinema,"['first', 'result', 'angrily', 'sob', 'rant', 'finnick', 'cinema']",0
10852,rose incense are the best thing I've ever bought,anger,0.125,rise incense best thing ive ever buy,"['rise', 'incense', 'best', 'thing', 'ive', 'ever', 'buy']",0
20879,How I Murdered Your Mother #SpookyTv ,fear,0.342,murdered mother spookytv,"['murdered', 'mother', 'spookytv']",1
21166,Having a terrific Tuesday? Crush it today with the Power of 4. Treat your internet like Pizza =D \n#PowerOf4,fear,0.25,terrific tuesday crush today power treat internet like pizza npowerof,"['terrific', 'tuesday', 'crush', 'today', 'power', 'treat', 'internet', 'like', 'pizza', 'npowerof']",1
40686,I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny,sadness,0.271,add paul walker xbox spend time dashboard dark humor funny,"['add', 'paul', 'walker', 'xbox', 'spend', 'time', 'dashboard', 'dark', 'humor', 'funny']",3
10994,"A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol",anger,0.333,guy rag hard rocket league game beat start cry laugh hard lol,"['guy', 'rag', 'hard', 'rocket', 'league', 'game', 'beat', 'start', 'cry', 'laugh', 'hard', 'lol']",0
20884,"@TheMoosesAngel He looks down at his brother, a smile forming on his face. 'What? People fearing me?'",fear,0.333,look brother smile forming face people fear,"['look', 'brother', 'smile', 'forming', 'face', 'people', 'fear']",1
31266,@sophieRblake @SkySpeedway @Kelvin_Tatum @chrislouisIWSC no wonder Kelvin and Chris are smiling! ðŸ˜,joy,0.792,wonder kelvin chris smile,"['wonder', 'kelvin', 'chris', 'smile']",2
20689,"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!! #gross  #getoffthetrain #smelly",fear,0.438,guy come train smell like mixture damp dog old sweat sewage work gross getoffthetrain smelly,"['guy', 'come', 'train', 'smell', 'like', 'mixture', 'damp', 'dog', 'old', 'sweat', 'sewage', 'work', 'gross', 'getoffthetrain', 'smelly']",1
11298,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver ,anger,0.521,another l board match paper team moment showing field onto denver,"['another', 'l', 'board', 'match', 'paper', 'team', 'moment', 'showing', 'field', 'onto', 'denver']",0
30471,@DipstickDipper \n'It's alright!' She said cheerfully trying to make the moment fun,joy,0.458,nits alright say cheerfully try make moment fun,"['nits', 'alright', 'say', 'cheerfully', 'try', 'make', 'moment', 'fun']",2
30521,@delon03 can you at least just walk past her and break out into laughter,joy,0.417,least walk past break laughter,"['least', 'walk', 'past', 'break', 'laughter']",2
30329,Punchline king is back! @Paedeezy ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ’¯ðŸ’¯ðŸ’¯ #bright city lights,joy,0.542,punchline king back bright city light,"['punchline', 'king', 'back', 'bright', 'city', 'light']",2
20806,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage ,fear,0.375,new play tonight pretty much blind run play game maybe get level rage,"['new', 'play', 'tonight', 'pretty', 'much', 'blind', 'run', 'play', 'game', 'maybe', 'get', 'level', 'rage']",1
22100,#terrorstatepak #pakistan is a #terror state,fear,0.729,terrorstatepak pakistan terror state,"['terrorstatepak', 'pakistan', 'terror', 'state']",1
10857,@ZubairSabirPTI  pls dont insult the word 'Molna',anger,0.479,pls dont insult word molna,"['pls', 'dont', 'insult', 'word', 'molna']",0
11696,@ggreenwald What if the supposed animosity is all bullshit to con the Iranians?,anger,0.646,suppose animosity bullshit con iranians,"['suppose', 'animosity', 'bullshit', 'con', 'iranians']",0
30926,For what a beautiful day. ,joy,0.64,beautiful day,"['beautiful', 'day']",2
31587,Root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures! #smile #dental,joy,0.327,root canal therapy bad reputation past new technology allow comfortable procedure smile dental,"['root', 'canal', 'therapy', 'bad', 'reputation', 'past', 'new', 'technology', 'allow', 'comfortable', 'procedure', 'smile', 'dental']",2
40731,Damn gud #premiere #LethalWeapon...#funny and ,sadness,0.229,damn gud premiere lethalweaponfunny,"['damn', 'gud', 'premiere', 'lethalweaponfunny']",3
11475,@BitchestheCat Look at those teef! #growl,anger,0.333,look teef growl,"['look', 'teef', 'growl']",0
31005,jk. started this week strong and it's still going strong. ,joy,0.6,jk start week strong still go strong,"['jk', 'start', 'week', 'strong', 'still', 'go', 'strong']",2
30554,Cross Party Group on Crofting meeting tonight in @ScotParl. Suspect it's going to be a lively meeting....,joy,0.396,cross party group crofting meeting tonight suspect go lively meeting,"['cross', 'party', 'group', 'crofting', 'meeting', 'tonight', 'suspect', 'go', 'lively', 'meeting']",2
40978,@LdhranOusby @RobHarris inclined to think that 'documentary' did him more harm than good. If not I despair of people's critical faculties.,sadness,0.562,incline think documentary harm good despair people critical faculty,"['incline', 'think', 'documentary', 'harm', 'good', 'despair', 'people', 'critical', 'faculty']",3
10554,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness,anger,0.438,move clip youtube tonight vigil hold tulsa metropolitan baptist church terencecruther justice sadness,"['move', 'clip', 'youtube', 'tonight', 'vigil', 'hold', 'tulsa', 'metropolitan', 'baptist', 'church', 'terencecruther', 'justice', 'sadness']",0
41441,@andreamitchell said @berniesanders not only did not play up HRC in campaigning 4 her in OH but he did not discourage 3rd Party vote. TRUE??,sadness,0.396,say play hrc campaign oh discourage rd party vote true,"['say', 'play', 'hrc', 'campaign', 'oh', 'discourage', 'rd', 'party', 'vote', 'true']",3
41337,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness,0.292,srvs voodoo child approximately time well jimis guitar music blue,"['srvs', 'voodoo', 'child', 'approximately', 'time', 'well', 'jimis', 'guitar', 'music', 'blue']",3
21234,Trying to book holiday flights on @britishairways website is becoming a #nightmare,fear,0.458,trying book holiday flight website become nightmare,"['trying', 'book', 'holiday', 'flight', 'website', 'become', 'nightmare']",1
21086,My mind always seems to work its best at night ,fear,0.188,mind always seem work best night,"['mind', 'always', 'seem', 'work', 'best', 'night']",1
10601,straight people are canoodling on the quad and I'm ,anger,0.417,straight people canoodle quad im,"['straight', 'people', 'canoodle', 'quad', 'im']",0
31240,@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining! #smile #socialmedia,joy,0.66,thank follow looking forward tweet look entertain smile socialmedia,"['thank', 'follow', 'looking', 'forward', 'tweet', 'look', 'entertain', 'smile', 'socialmedia']",2
31333,@viquintis OH yeah; I never showed you that part of the session did I? I'll plop them into Discord. Pure hilarity.,joy,0.646,oh yeah never show part session ill plop discord pure hilarity,"['oh', 'yeah', 'never', 'show', 'part', 'session', 'ill', 'plop', 'discord', 'pure', 'hilarity']",2
30969,Ever wake up and instantly feel happy?,joy,0.646,ever wake instantly feel happy,"['ever', 'wake', 'instantly', 'feel', 'happy']",2
31209,"Why bother tweeting poor men's? \nWhat good does it do?  If I'm unable to be cheery,  I go quiet.  Missed you,  btw",joy,0.212,bother tweet poor men nwhat good im unable cheery go quiet missed btw,"['bother', 'tweet', 'poor', 'men', 'nwhat', 'good', 'im', 'unable', 'cheery', 'go', 'quiet', 'missed', 'btw']",2
21908,@AzyraiZelo I am shy xD,fear,0.417,shy xd,"['shy', 'xd']",1
20579,"#TerribleDebateQuestions Madame Secretary, isn't it true that Russia is behind all terrorism?",fear,0.479,terribledebatequestions madame secretary isnt true russia behind terrorism,"['terribledebatequestions', 'madame', 'secretary', 'isnt', 'true', 'russia', 'behind', 'terrorism']",1
40354,@chelseafc let them know it's the #blues,sadness,0.521,let know blue,"['let', 'know', 'blue']",3
21770,@TweetinderKaul @rupasubramanya @chandanwriter @TheQuint @ShivAroor future convicts rush in where TRP hogs fear to tread #HomilyHour,fear,0.417,future convict rush trp hog fear tread homilyhour,"['future', 'convict', 'rush', 'trp', 'hog', 'fear', 'tread', 'homilyhour']",1
30445,@LoriAlan1 Seriously. Digging those eyebrows. ,joy,0.479,seriously digging eyebrow,"['seriously', 'digging', 'eyebrow']",2
40789,"Stars, when you shine,\nYou know how I feel.\nScent of the pine, \nYou know how I feel.\nFreedom is mine,\nI know how I feel.\nI'm feelin' good.",sadness,0.292,stars shinenyou know feelnscent pine nyou know feelnfreedom mineni know feelnim feelin good,"['stars', 'shinenyou', 'know', 'feelnscent', 'pine', 'nyou', 'know', 'feelnfreedom', 'mineni', 'know', 'feelnim', 'feelin', 'good']",3
31133,The #most wasteful day is a #day without ,joy,0.12,wasteful day day without,"['wasteful', 'day', 'day', 'without']",2
11449,I hate not having the answers I need. #tomourssuck #prayinsnotcancer #angry,anger,0.792,hate answer need tomourssuck prayinsnotcancer angry,"['hate', 'answer', 'need', 'tomourssuck', 'prayinsnotcancer', 'angry']",0
31446,"Be happy not because everything is good, but because you can see the good side of everything ",joy,0.627,happy everything good see good side everything,"['happy', 'everything', 'good', 'see', 'good', 'side', 'everything']",2
31375,"Coworker: 'That happened to a friend of mine once, but with guns instead of babies.' #workplace ",joy,0.312,coworker happen friend mine gun instead baby workplace,"['coworker', 'happen', 'friend', 'mine', 'gun', 'instead', 'baby', 'workplace']",2
40308,@TVsCarlKinsella They're such garbage. Obviously I like that they suck but it's still grim to watch.,sadness,0.542,theyre garbage obviously like suck still grim watch,"['theyre', 'garbage', 'obviously', 'like', 'suck', 'still', 'grim', 'watch']",3
22226,World wants #peace from  #WorldPeaceDay #internationaldayofpeace,fear,0.292,world want peace worldpeaceday internationaldayofpeace,"['world', 'want', 'peace', 'worldpeaceday', 'internationaldayofpeace']",1
40490,Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed,sadness,0.417,higginbothams flippant dismissal worry around carricks lack pace dismal nimble midfielders carrick expose,"['higginbothams', 'flippant', 'dismissal', 'worry', 'around', 'carricks', 'lack', 'pace', 'dismal', 'nimble', 'midfielders', 'carrick', 'expose']",3
31241,@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining!  #socialmedia,joy,0.6,thank follow looking forward tweet look entertain socialmedia,"['thank', 'follow', 'looking', 'forward', 'tweet', 'look', 'entertain', 'socialmedia']",2
21842,"@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #shudder #comicsans",fear,0.562,im sure whats worse use comic sans website anywhere else shudder comicsans,"['im', 'sure', 'whats', 'worse', 'use', 'comic', 'sans', 'website', 'anywhere', 'else', 'shudder', 'comicsans']",1
30284,Watch this amazing live.ly broadcast by @flydudern  #musically,joy,0.562,watch amazing lively broadcast musically,"['watch', 'amazing', 'lively', 'broadcast', 'musically']",2
30593,@iamnotatwit Or did I lie and cut 5 years off my age to be young and spry and hire-able in Hollywood? #thegoldbergs,joy,0.36,lie cut year age young spry hireable hollywood thegoldbergs,"['lie', 'cut', 'year', 'age', 'young', 'spry', 'hireable', 'hollywood', 'thegoldbergs']",2
41468,@_MrAminuddin @ejainews @_AlifH @AhmadFuadAdnan dont play with this master noob u want to win.. #serious,sadness,0.417,dont play master noob u want win serious,"['dont', 'play', 'master', 'noob', 'u', 'want', 'win', 'serious']",3
21558,Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide ,fear,0.521,producer ever outside country universal problem worldwide,"['producer', 'ever', 'outside', 'country', 'universal', 'problem', 'worldwide']",1
30818,It's just the lack of company and liveliness out here that makes me bored.,joy,0.058,lack company liveliness make bore,"['lack', 'company', 'liveliness', 'make', 'bore']",2
30814,"Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv, I still stand a chance. ",joy,0.075,sometimes watch shitty tv reinforce never give cuz something fuck awful tv still stand chance,"['sometimes', 'watch', 'shitty', 'tv', 'reinforce', 'never', 'give', 'cuz', 'something', 'fuck', 'awful', 'tv', 'still', 'stand', 'chance']",2
20863,"@CursedRoyal I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--",fear,0.354,chuckle shake head didnt bug much still go ask theres lot still dont,"['chuckle', 'shake', 'head', 'didnt', 'bug', 'much', 'still', 'go', 'ask', 'theres', 'lot', 'still', 'dont']",1
30936,How is your toddler coping with the new arrival? Has he tried killing her yet?' they cheerfully ask.,joy,0.292,toddler cop new arrival try kill yet cheerfully ask,"['toddler', 'cop', 'new', 'arrival', 'try', 'kill', 'yet', 'cheerfully', 'ask']",2
10404,"Do not despise the Lord â€™s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12",anger,0.5,despise lord discipline resent rebuke lord discipline love proverbs,"['despise', 'lord', 'discipline', 'resent', 'rebuke', 'lord', 'discipline', 'love', 'proverbs']",0
11304,Get to the gym and discover I forgot to put my gym shoes back in my bad ðŸ˜¤ #rage #wwhhyyy,anger,0.729,get gym discover forget put gym shoe back bad rage wwhhyyy,"['get', 'gym', 'discover', 'forget', 'put', 'gym', 'shoe', 'back', 'bad', 'rage', 'wwhhyyy']",0
40344,Marcus Roho is dreadful,sadness,0.521,marcus roho dreadful,"['marcus', 'roho', 'dreadful']",3
20102,I dread this drive every Wednesday ðŸ˜©,fear,0.792,dread drive every wednesday,"['dread', 'drive', 'every', 'wednesday']",1
40072,No one wants to win the wild card because you have to play the Cubs on the road.  #sadness,sadness,0.767,one want win wild card play cubs road sadness,"['one', 'want', 'win', 'wild', 'card', 'play', 'cubs', 'road', 'sadness']",3
31063,"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? ",joy,0.52,thats awesome p ok odds swap neighborhood,"['thats', 'awesome', 'p', 'ok', 'odds', 'swap', 'neighborhood']",2
30375,Watch this amazing live.ly broadcast by @izzybuzy365 #lively #musically,joy,0.51,watch amazing lively broadcast lively musically,"['watch', 'amazing', 'lively', 'broadcast', 'lively', 'musically']",2
21046,Not sure that men can handle a woman that's got her crap together.  #independent,fear,0.229,sure men handle woman thats get crap together independent,"['sure', 'men', 'handle', 'woman', 'thats', 'get', 'crap', 'together', 'independent']",1
20562,@GSchwartz_ it wasn't a joke . #bully,fear,0.5,wasnt joke bully,"['wasnt', 'joke', 'bully']",1
22165,@rockandpop pomte A Muse com panic Station Exitaso,fear,0.37,pomte muse com panic station exitaso,"['pomte', 'muse', 'com', 'panic', 'station', 'exitaso']",1
20379,@peacexxanna your nightmare,fear,0.583,nightmare,['nightmare'],1
31222,"On my way rejoicing, to the pulpit @ Park City Baptist Church, Surrey BC. for Midweek Service.",joy,0.654,way rejoice pulpit park city baptist church surrey bc midweek service,"['way', 'rejoice', 'pulpit', 'park', 'city', 'baptist', 'church', 'surrey', 'bc', 'midweek', 'service']",2
11480,@Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics. ,anger,0.354,us diver name steele johnson id like bar olympics,"['us', 'diver', 'name', 'steele', 'johnson', 'id', 'like', 'bar', 'olympics']",0
